"","HydroBasin","SiteID","Country","Latitude","Longitude","BiogeoRegion"
"420",2080031960,"S2867","SWE",57.76375,14.28972,"Europe"
"421",2080031960,"S2896","SWE",57.7924,15.06656,"Europe"
"422",2080031960,"S2966","SWE",57.83064,15.09675,"Europe"
"423",2080031960,"S2976","SWE",57.82516,14.10452,"Europe"
"424",2080031960,"S3039","SWE",57.85491,15.35952,"Europe"
"425",2080031960,"S3090","SWE",57.86863,14.13112,"Europe"
"426",2080031960,"S3103","SWE",57.88606,15.38206,"Europe"
"427",2080031960,"S3109","SWE",57.88794,15.38036,"Europe"
"428",2080031960,"S3115","SWE",57.88999,15.37747,"Europe"
"429",2080031960,"S3149","SWE",57.91465,14.08779,"Europe"
"430",2080031960,"S3151","SWE",57.91463,14.07277,"Europe"
"431",2080031960,"S3154","SWE",57.91496,14.08458,"Europe"
"432",2080031960,"S3165","SWE",57.91943,14.03678,"Europe"
"433",2080031960,"S3176","SWE",57.92821,14.12159,"Europe"
"434",2080031960,"S3191","SWE",57.93799,14.11353,"Europe"
"435",2080031960,"S3217","SWE",57.97065,15.51203,"Europe"
"436",2080031960,"S3224","SWE",57.96535,14.11139,"Europe"
"437",2080031960,"S3253","SWE",57.98852,15.51458,"Europe"
"438",2080031960,"S3269","SWE",57.99223,14.14056,"Europe"
"439",2080031960,"S3271","SWE",57.9975,14.43121,"Europe"
"440",2080031960,"S3282","SWE",58.00122,14.10801,"Europe"
"441",2080031960,"S3338","SWE",58.04579,14.18549,"Europe"
"442",2080031960,"S3346","SWE",58.04681,14.16004,"Europe"
"443",2080031960,"S3410","SWE",58.11851,14.16387,"Europe"
"444",2080032230,"S1593","SWE",57.1254,16.48215,"Europe"
"445",2080032230,"S1597","SWE",57.12733,16.32251,"Europe"
"446",2080032230,"S1599","SWE",57.1271,16.48383,"Europe"
"447",2080032230,"S1606","SWE",57.13005,16.12341,"Europe"
"448",2080032230,"S1611","SWE",57.13044,16.25931,"Europe"
"449",2080032230,"S1760","SWE",57.21177,15.91063,"Europe"
"450",2080032230,"S1798","SWE",57.23677,15.84645,"Europe"
"451",2080032230,"S1800","SWE",57.23722,15.85323,"Europe"
"452",2080032230,"S1806","SWE",57.23857,15.83519,"Europe"
"453",2080032230,"S1818","SWE",57.24958,15.39769,"Europe"
"454",2080032230,"S2102","SWE",57.42302,15.44153,"Europe"
"455",2080032230,"S2109","SWE",57.42731,15.46663,"Europe"
"456",2080032230,"S2113","SWE",57.42789,15.41818,"Europe"
"457",2080032230,"S2119","SWE",57.43409,15.39315,"Europe"
"458",2080032230,"S2136","SWE",57.4472,14.96078,"Europe"
"459",2080032230,"S2598","SWE",57.64627,15.17386,"Europe"
"460",2080032230,"S2784","SWE",57.72231,15.38818,"Europe"
"461",2080032230,"S2785","SWE",57.72321,15.38901,"Europe"
"462",2080032600,"S1559","SWE",57.08451,14.84866,"Europe"
"463",2080032600,"S1581","SWE",57.11136,15.10709,"Europe"
"464",2080032600,"S1587","SWE",57.12367,15.17702,"Europe"
"465",2080032600,"S1598","SWE",57.12739,15.18505,"Europe"
"466",2080032600,"S1619","SWE",57.132,15.19092,"Europe"
"467",2080032600,"S1674","SWE",57.17078,14.78855,"Europe"
"468",2080032600,"S417","SWE",56.17385,14.75027,"Europe"
"469",2080032600,"S469","SWE",56.1919,14.74938,"Europe"
"470",2080032600,"S491","SWE",56.19996,14.74756,"Europe"
"471",2080032600,"S517","SWE",56.21485,14.7552,"Europe"
"472",2080032600,"S561","SWE",56.22469,14.7617,"Europe"
"473",2080032600,"S591","SWE",56.24097,14.77912,"Europe"
"474",2080032600,"S666","SWE",56.29113,14.74746,"Europe"
"475",2080032600,"S678","SWE",56.29199,14.7442,"Europe"
"476",2080032670,"S969","SWE",56.47667,13.86263,"Europe"
"477",2080032670,"S1283","SWE",56.83025,14.18595,"Europe"
"478",2080032670,"S1362","SWE",56.86345,14.21812,"Europe"
"479",2080032670,"S374","SWE",56.1031,14.12807,"Europe"
"480",2080032670,"S439","SWE",56.1741,14.04177,"Europe"
"481",2080032670,"S553","SWE",56.21579,14.16168,"Europe"
"482",2080032670,"S560","SWE",56.20825,13.62963,"Europe"
"483",2080032670,"S592","SWE",56.22996,13.65356,"Europe"
"484",2080032670,"S609","SWE",56.2464,13.64359,"Europe"
"485",2080032670,"S660","SWE",56.26715,13.6329,"Europe"
"486",2080032980,"S928","SWE",56.42154,12.85004,"Europe"
"487",2080032980,"S791","SWE",56.35707,12.80309,"Europe"
"488",2080032980,"S804","SWE",56.36644,12.73452,"Europe"
"489",2080032980,"S809","SWE",56.37315,12.81429,"Europe"
"490",2080032980,"S831","SWE",56.3802,12.79365,"Europe"
"491",2080032980,"S850","SWE",56.39222,12.85249,"Europe"
"492",2080032980,"S864","SWE",56.39657,12.8468,"Europe"
"493",2080032980,"S869","SWE",56.39684,12.84646,"Europe"
"494",2080032980,"S891","SWE",56.40845,12.86597,"Europe"
"495",2080032980,"S893","SWE",56.40913,12.86478,"Europe"
"496",2080032980,"S911","SWE",56.41273,12.86095,"Europe"
"497",2080033010,"S998","SWE",56.49314,13.2541,"Europe"
"498",2080033010,"S1026","SWE",56.56829,13.36089,"Europe"
"499",2080033010,"S1029","SWE",56.56778,13.30636,"Europe"
"500",2080033010,"S1031","SWE",56.571,13.30078,"Europe"
"501",2080033010,"S1038","SWE",56.58062,13.36687,"Europe"
"502",2080033010,"S1054","SWE",56.59408,13.29648,"Europe"
"503",2080033010,"S1065","SWE",56.61503,13.47268,"Europe"
"504",2080033010,"S1528","SWE",57.05423,14.19136,"Europe"
"505",2080033010,"S1531","SWE",57.05587,14.20003,"Europe"
"506",2080033010,"S1554","SWE",57.07559,14.23298,"Europe"
"507",2080033010,"S2123","SWE",57.4319,14.48663,"Europe"
"508",2080033010,"S2310","SWE",57.52735,14.06415,"Europe"
"509",2080033010,"S2329","SWE",57.53995,14.13307,"Europe"
"510",2080033010,"S2355","SWE",57.54925,14.12241,"Europe"
"511",2080033010,"S2364","SWE",57.55964,14.30489,"Europe"
"512",2080033010,"S2366","SWE",57.55807,14.11031,"Europe"
"513",2080033010,"S2376","SWE",57.56335,14.3156,"Europe"
"514",2080033010,"S2380","SWE",57.56474,14.31889,"Europe"
"515",2080033020,"S1041","SWE",56.57863,13.07844,"Europe"
"516",2080033020,"S1060","SWE",56.60055,13.12649,"Europe"
"517",2080033020,"S1081","SWE",56.62094,13.20762,"Europe"
"518",2080033020,"S1100","SWE",56.63851,13.06206,"Europe"
"519",2080033020,"S1111","SWE",56.66469,13.07866,"Europe"
"520",2080033020,"S1121","SWE",56.66922,12.92841,"Europe"
"521",2080033020,"S1129","SWE",56.68725,12.98327,"Europe"
"522",2080033020,"S1173","SWE",56.70074,13.03063,"Europe"
"523",2080033020,"S1191","SWE",56.70476,13.07025,"Europe"
"524",2080033020,"S1208","SWE",56.71719,13.04698,"Europe"
"525",2080033020,"S1213","SWE",56.72883,13.10282,"Europe"
"526",2080033020,"S1215","SWE",56.73541,13.10398,"Europe"
"527",2080033020,"S1266","SWE",56.78334,13.19466,"Europe"
"528",2080033080,"S1177","SWE",56.70036,12.96664,"Europe"
"529",2080033080,"S1193","SWE",56.70342,12.9415,"Europe"
"530",2080033080,"S1242","SWE",56.74646,12.9736,"Europe"
"531",2080033080,"S1249","SWE",56.75785,13.00312,"Europe"
"532",2080033080,"S1251","SWE",56.76174,12.98176,"Europe"
"533",2080033080,"S1277","SWE",56.79911,13.02877,"Europe"
"534",2080033080,"S1288","SWE",56.81758,13.05695,"Europe"
"535",2080033080,"S1397","SWE",56.8862,13.06422,"Europe"
"536",2080033080,"S1427","SWE",56.93222,13.06511,"Europe"
"537",2080033080,"S1438","SWE",56.94177,13.0705,"Europe"
"538",2080033080,"S1542","SWE",57.0445,13.1142,"Europe"
"539",2080033080,"S1917","SWE",57.32802,13.53226,"Europe"
"540",2080033080,"S2081","SWE",57.392,13.5436,"Europe"
"541",2080033080,"S2172","SWE",57.46281,13.68974,"Europe"
"542",2080033080,"S2292","SWE",57.50647,13.64299,"Europe"
"543",2080033080,"S2432","SWE",57.57077,13.72862,"Europe"
"544",2080033080,"S2445","SWE",57.5819,13.72212,"Europe"
"545",2080033080,"S2463","SWE",57.59332,13.73402,"Europe"
"546",2080033080,"S2478","SWE",57.60115,13.77372,"Europe"
"547",2080033080,"S2580","SWE",57.62175,13.77005,"Europe"
"548",2080033080,"S2581","SWE",57.62283,13.75309,"Europe"
"549",2080033080,"S2611","SWE",57.63338,13.6589,"Europe"
"550",2080033080,"S2628","SWE",57.64083,13.89878,"Europe"
"551",2080033080,"S2709","SWE",57.66327,13.79696,"Europe"
"552",2080033080,"S2715","SWE",57.66359,13.79738,"Europe"
"553",2080033080,"S2723","SWE",57.66875,13.90452,"Europe"
"554",2080033080,"S2740","SWE",57.67948,13.86575,"Europe"
"555",2080033080,"S2768","SWE",57.6942,13.77941,"Europe"
"556",2080033080,"S2783","SWE",57.705,13.80902,"Europe"
"557",2080033080,"S2803","SWE",57.71632,13.81509,"Europe"
"558",2080033080,"S2813","SWE",57.72515,13.80538,"Europe"
"559",2080033080,"S2855","SWE",57.75106,13.91398,"Europe"
"560",2080033090,"S1112","SWE",56.6573,12.73438,"Europe"
"561",2080033090,"S1117","SWE",56.6646,12.82776,"Europe"
"562",2080033090,"S1209","SWE",56.70934,12.69125,"Europe"
"563",2080033090,"S1265","SWE",56.77229,12.84853,"Europe"
"564",2080033090,"S1355","SWE",56.83524,12.88832,"Europe"
"565",2080033090,"S1387","SWE",56.8713,12.87243,"Europe"
"566",2080033090,"S1392","SWE",56.87664,12.79023,"Europe"
"567",2080033090,"S1414","SWE",56.91901,12.78829,"Europe"
"568",2080033090,"S1416","SWE",56.91962,12.7876,"Europe"
"569",2080033120,"S1562","SWE",57.05228,12.69838,"Europe"
"570",2080033120,"S1566","SWE",57.0553,12.67054,"Europe"
"571",2080033120,"S1628","SWE",57.09669,12.63446,"Europe"
"572",2080033120,"S1633","SWE",57.10252,12.67887,"Europe"
"573",2080033120,"S1681","SWE",57.13973,12.72464,"Europe"
"574",2080033120,"S1743","SWE",57.16585,12.74852,"Europe"
"575",2080033120,"S1750","SWE",57.17098,12.77766,"Europe"
"576",2080033120,"S1761","SWE",57.17669,12.77255,"Europe"
"577",2080033120,"S1808","SWE",57.20382,12.81408,"Europe"
"578",2080033120,"S1838","SWE",57.23315,12.78736,"Europe"
"579",2080033120,"S2162","SWE",57.448,13.39069,"Europe"
"580",2080033120,"S2163","SWE",57.4484,13.36084,"Europe"
"581",2080033190,"S1835","SWE",57.21635,12.47356,"Europe"
"582",2080033190,"S1849","SWE",57.24815,12.43587,"Europe"
"583",2080033190,"S1852","SWE",57.25873,12.37853,"Europe"
"584",2080033190,"S1908","SWE",57.29366,12.39137,"Europe"
"585",2080033190,"S2071","SWE",57.36671,12.48154,"Europe"
"586",2080033190,"S2168","SWE",57.43209,12.41718,"Europe"
"587",2080033190,"S2201","SWE",57.45098,12.44238,"Europe"
"588",2080033190,"S2267","SWE",57.48197,12.71534,"Europe"
"589",2080033190,"S2301","SWE",57.49376,12.78454,"Europe"
"590",2080033190,"S2308","SWE",57.50345,12.84657,"Europe"
"591",2080033190,"S2446","SWE",57.55686,12.53198,"Europe"
"592",2080033190,"S2472","SWE",57.57279,12.55561,"Europe"
"593",2080033190,"S2749","SWE",57.67004,13.0482,"Europe"
"594",2080033320,"S3119","SWE",57.88253,13.68031,"Europe"
"595",2080033320,"S3294","SWE",57.97713,12.19109,"Europe"
"596",2080033320,"S3299","SWE",57.97713,12.08636,"Europe"
"597",2080033320,"S3340","SWE",58.00635,12.23081,"Europe"
"598",2080033320,"S3432","SWE",58.09998,12.12272,"Europe"
"599",2080033320,"S4155","SWE",59.0162,14.08908,"Europe"
"600",2080033320,"S4268","SWE",59.12011,12.37636,"Europe"
"601",2080033320,"S4732","SWE",59.4763,14.52332,"Europe"
"602",2080033320,"S4734","SWE",59.48253,14.5178,"Europe"
"603",2080033320,"S4739","SWE",59.48629,14.51589,"Europe"
"604",2080033320,"S5332","SWE",59.8852,13.47508,"Europe"
"605",2080033320,"S5333","SWE",59.88652,13.48857,"Europe"
"606",2080033320,"S5336","SWE",59.88639,13.46641,"Europe"
"607",2080033320,"S5515","SWE",60.05596,14.59067,"Europe"
"608",2080033320,"S5747","SWE",60.40761,13.73638,"Europe"
"609",2080033320,"S5795","SWE",60.48011,13.72212,"Europe"
"610",2080033320,"S5804","SWE",60.49695,13.70757,"Europe"
"611",2080033320,"S5848","SWE",60.54399,13.61831,"Europe"
"612",2080053790,"S690","GBR",51.40798,-0.349007394,"Europe"
"613",2080053790,"S6137","GBR",51.66122,-1.792057273,"Europe"
"614",2080053790,"S6354","GBR",51.64401,-1.821892109,"Europe"
"615",2080053790,"S1034","GBR",51.38355,-0.439373832,"Europe"
"616",2080053790,"S1087","GBR",51.38119,-0.461454564,"Europe"
"617",2080053790,"S1199","GBR",51.39586,-0.486391134,"Europe"
"618",2080053790,"S1236","GBR",51.5426,-0.489199417,"Europe"
"619",2080053790,"S1275","GBR",51.41337,-0.50209107,"Europe"
"620",2080053790,"S2447","GBR",51.54609,-0.8497534,"Europe"
"621",2080053790,"S2462","GBR",51.55877,-0.87147548,"Europe"
"622",2080053790,"S11286","GBR",51.83145,0.168965788,"Europe"
"623",2080053790,"S2483","GBR",51.51423,-0.880675368,"Europe"
"624",2080053790,"S2494","GBR",51.50053,-0.884627149,"Europe"
"625",2080053790,"S2751","GBR",51.46194,-0.939303537,"Europe"
"626",2080053790,"S2806","GBR",51.46111,-0.964095621,"Europe"
"627",2080053790,"S2928","GBR",51.43312,-1.031995652,"Europe"
"628",2080053790,"S2992","GBR",51.4923,-1.05782294,"Europe"
"629",2080053790,"S3042","GBR",51.47724,-1.084196088,"Europe"
"630",2080053790,"S3058","GBR",51.48619,-1.088654451,"Europe"
"631",2080053790,"S3189","GBR",51.52746,-1.14082107,"Europe"
"632",2080053790,"S3209","GBR",51.62774,-1.143638397,"Europe"
"633",2080053790,"S3383","GBR",51.65846,-1.194699008,"Europe"
"634",2080053790,"S3473","GBR",51.64508,-1.242773329,"Europe"
"635",2080053790,"S3680","GBR",51.78028,-1.299828648,"Europe"
"636",2080053790,"S479","GBR",51.81448,-0.288349136,"Europe"
"637",2080053790,"S5707","GBR",51.92684,-1.742552765,"Europe"
"638",2080053790,"S663","GBR",51.40426,-0.344885911,"Europe"
"639",5080070260,"S7990","AUS",-26.7522,152.9203,"Oceania"
"640",5080070260,"S7991","AUS",-26.7518,153.0817,"Oceania"
"641",5080070260,"S7997","AUS",-26.937,152.9809,"Oceania"
"642",5080070260,"S7998","AUS",-26.8512,152.9852,"Oceania"
"643",5080070260,"S7999","AUS",-26.8775,153.0088,"Oceania"
"644",5080070260,"S8000","AUS",-26.7725,153.038,"Oceania"
"645",5080070260,"S8001","AUS",-26.7785,152.9452,"Oceania"
"646",5080070260,"S8002","AUS",-26.76274,152.9709,"Oceania"
"647",5080070390,"S8045","AUS",-27.41626,153.0026,"Oceania"
"648",5080070390,"S8090","AUS",-26.6252,152.1829,"Oceania"
"649",5080070390,"S8091","AUS",-26.57197,152.2488,"Oceania"
"650",5080070390,"S8092","AUS",-26.8806,152.3809,"Oceania"
"651",5080070390,"S8093","AUS",-26.78268,152.2814,"Oceania"
"652",5080070390,"S8094","AUS",-26.96295,152.2928,"Oceania"
"653",5080070390,"S8095","AUS",-26.89723,152.2774,"Oceania"
"654",5080070390,"S8096","AUS",-26.97856,152.3336,"Oceania"
"655",5080070390,"S8097","AUS",-27.03113,152.3361,"Oceania"
"656",5080070390,"S8098","AUS",-27.15133,152.3138,"Oceania"
"657",5080070390,"S8099","AUS",-26.89513,152.3094,"Oceania"
"658",5080070390,"S8100","AUS",-27.2282,152.4379,"Oceania"
"659",5080070390,"S8101","AUS",-27.1299,152.6399,"Oceania"
"660",5080070390,"S8102","AUS",-27.2246,152.5554,"Oceania"
"661",5080070390,"S8103","AUS",-27.3057,152.6821,"Oceania"
"662",5080070390,"S8104","AUS",-26.79887,152.8241,"Oceania"
"663",5080070390,"S8105","AUS",-26.9707,152.6825,"Oceania"
"664",5080070390,"S8108","AUS",-26.8669,152.5246,"Oceania"
"665",5080070390,"S8109","AUS",-27.3593,152.3219,"Oceania"
"666",5080070390,"S8110","AUS",-27.4949,152.0878,"Oceania"
"667",5080070390,"S8114","AUS",-27.86752,152.2301,"Oceania"
"668",5080070390,"S8115","AUS",-27.85021,152.3909,"Oceania"
"669",5080070390,"S8116","AUS",-27.60235,152.377,"Oceania"
"670",5080070390,"S8119","AUS",-27.9886,152.4784,"Oceania"
"671",5080070390,"S8120","AUS",-28.01237,152.5596,"Oceania"
"672",5080070390,"S8121","AUS",-27.83204,152.5095,"Oceania"
"673",5080070390,"S8122","AUS",-27.66316,152.4614,"Oceania"
"674",5080070390,"S8123","AUS",-27.93221,152.6003,"Oceania"
"675",5080070390,"S8124","AUS",-27.4997,152.6898,"Oceania"
"676",5080070390,"S8126","AUS",-27.78081,152.7319,"Oceania"
"677",5080070390,"S8128","AUS",-27.4407,152.8905,"Oceania"
"678",5080070390,"S8129","AUS",-27.51293,153.0388,"Oceania"
"679",5080070390,"S8130","AUS",-27.553,153.1121,"Oceania"
"680",5080070390,"S8131","AUS",-27.59496,152.9396,"Oceania"
"681",5080070390,"S8132","AUS",-27.6105,153.0233,"Oceania"
"682",5080070390,"S8134","AUS",-26.8794,152.7309,"Oceania"
"683",5080070390,"S8135","AUS",-27.6214,152.9792,"Oceania"
"684",5080070390,"S8136","AUS",-27.62689,152.6688,"Oceania"
"685",5080070390,"S8138","AUS",-27.00615,152.715,"Oceania"
"686",5080070440,"S8188","AUS",-28.31903,152.9901,"Oceania"
"687",5080070440,"S8189","AUS",-28.23727,152.7427,"Oceania"
"688",5080070440,"S8190","AUS",-28.222,152.8594,"Oceania"
"689",5080070440,"S8191","AUS",-28.0994,152.8708,"Oceania"
"690",5080070440,"S8192","AUS",-28.2268,152.8899,"Oceania"
"691",5080070440,"S8193","AUS",-28.29325,153.0839,"Oceania"
"692",5080070440,"S8194","AUS",-28.2391,152.9955,"Oceania"
"693",5080070440,"S8195","AUS",-27.98743,152.9653,"Oceania"
"694",5080070440,"S8196","AUS",-27.9312,152.9488,"Oceania"
"695",5080070440,"S8197","AUS",-27.8213,153.0039,"Oceania"
"696",5080070440,"S8198","AUS",-28.2065,153.0403,"Oceania"
"697",5080070440,"S8199","AUS",-28.0965,153.0779,"Oceania"
"698",5080070440,"S8200","AUS",-27.8259,153.1787,"Oceania"
"699",5080070440,"S8201","AUS",-27.9726,153.1564,"Oceania"
"700",5080070440,"S8202","AUS",-28.1701,152.6803,"Oceania"
"701",5080070440,"S8203","AUS",-28.2146,152.532,"Oceania"
"702",5080070440,"S8204","AUS",-27.6632,153.2076,"Oceania"
"703",5080070440,"S8205","AUS",-27.64421,153.136,"Oceania"
"704",7080047060,"S6018","USA",42.18286,-90.28564,"USA"
"705",7080047060,"S6923","USA",42.12156,-90.17679,"USA"
"706",7080047060,"S8633","USA",38.91544,-90.27086,"USA"
"707",7080047060,"S8888","USA",38.87213,-90.17989,"USA"
"708",7080047060,"S9019","USA",38.92018,-90.39803,"USA"
"709",7080047060,"S1296","USA",42.13602,-90.18992,"USA"
"710",7080047060,"S9163","USA",38.91535,-90.54612,"USA"
"711",7080047060,"S9445","USA",38.91654,-90.50245,"USA"
"712",7080047060,"S9840","USA",40.13539,-90.26347,"USA"
"713",7080047060,"S9964","USA",40.28857,-90.07446,"USA"
"714",7080047060,"S10203","USA",40.1905,-90.16241,"USA"
"715",7080047060,"S10328","USA",40.46382,-89.84873,"USA"
"716",7080047060,"S10458","USA",37.32581,-89.45305,"USA"
"717",7080047060,"S10580","USA",37.35653,-89.44868,"USA"
"718",7080047060,"S10806","USA",37.2607,-89.43107,"USA"
"719",7080047060,"S10918","USA",37.24652,-89.52431,"USA"
"720",7080047060,"S11151","USA",44.38612,-91.99512,"USA"
"721",7080047060,"S11264","USA",44.38792,-92.0354,"USA"
"722",7080047060,"S11383","USA",44.38425,-92.02346,"USA"
"723",7080047060,"S11618","USA",44.37782,-92.0065,"USA"
"724",7080047060,"S11784","USA",43.73241,-91.24505,"USA"
"725",7080047060,"S11816","USA",43.65154,-91.2328,"USA"
"726",7080047060,"S11830","USA",43.74075,-91.26035,"USA"
"727",7080047060,"S11849","USA",43.77362,-91.25849,"USA"
"728",7080047060,"S11872","USA",43.74442,-91.2508,"USA"
"729",7080047060,"S5110","USA",41.95499,-90.15572,"USA"
"730",7080047060,"S5557","USA",42.09582,-90.16816,"USA"
"731",7080047060,"S9313","USA",41.81973,-87.74319,"USA"
"732",7080047060,"S1298","USA",41.57059,-88.07832,"USA"
"733",7080047060,"S9447","USA",41.82067,-87.81062,"USA"
"734",7080047060,"S11384","USA",41.97865,-88.13317,"USA"
"735",7080047060,"S11498","USA",41.99295,-87.99526,"USA"
"736",7080047060,"S11804","USA",42.01869,-87.93668,"USA"
"737",7080047060,"S3234","USA",41.59651,-88.06865,"USA"
"738",7080047060,"S11988","USA",42.15273,-87.91006,"USA"
"739",7080047060,"S9165","USA",41.80112,-87.80157,"USA"
"740",7080047060,"S9269","USA",40.68778,-80.29972,"USA"
"741",7080047060,"S6120","USA",38.81267,-84.2256,"USA"
"742",7080047060,"S6165","USA",38.82161,-84.2271,"USA"
"743",7080047060,"S176","USA",37.06972,-89.15639,"USA"
"744",7080047060,"S8702","USA",39.9528,-80.76328,"USA"
"745",7080047060,"S5610","USA",38.72556,-83.03,"USA"
"746",7080047060,"S5646","USA",38.72912,-82.97076,"USA"
"747",7080047060,"S9272","USA",40.69001,-80.29407,"USA"
"748",7080047060,"S936","USA",37.41556,-88.34556,"USA"
"749",7080047060,"S995","USA",37.44917,-88.29389,"USA"
"750",7080047060,"S4287","USA",38.49222,-85.48056,"USA"
"751",7080047060,"S4401","USA",38.52806,-85.41806,"USA"
"752",7080047060,"S4573","USA",38.5475,-82.29111,"USA"
"753",7080047060,"S4668","USA",38.57667,-82.28833,"USA"
"754",7080047060,"S1664","USA",37.82056,-87.06028,"USA"
"755",7080047060,"S1697","USA",37.82528,-87.05778,"USA"
"756",7080049270,"S8637","USA",34.47341,-104.2597,"USA"
"757",7080049270,"S8762","USA",33.39874,-104.3986,"USA"
"758",7080049270,"S8891","USA",33.28178,-104.3563,"USA"
"759",7080049270,"S9167","USA",32.98959,-104.3174,"USA"
"760",7080049270,"S9315","USA",32.84051,-104.3239,"USA"
"761",7080049270,"S9449","USA",32.59824,-104.3499,"USA"
"762",7080049270,"S9583","USA",34.40295,-104.2005,"USA"
"763",7080049270,"S9721","USA",33.93357,-104.2746,"USA"
"764",7080049270,"S9965","USA",33.81852,-104.2951,"USA"
"765",7080049270,"S10089","USA",33.75503,-104.3063,"USA"
"766",7080049270,"S10329","USA",33.57142,-104.3718,"USA"
"767",7080049270,"S10459","USA",33.45235,-104.3789,"USA"
