"","sYNGEO_ID","begin","end","span","completene","Origin","Longitude","Latitude","MAIN_BAS","Distance","idsites","BvCode","ccm2_strahler","ccm2_pfafstetter","ccm2_length","ccm2_cumlength","ccm2_drainagArea_km","ccm2_altgradient","rivex_distMouth","rivex_mainchannel","rivex_upstrlength","rivex_shreve","rivex_strahler","rivex_length","elev"
"301",317,1996,2005,10,1,"France",4.784836701,50.11474,2080022970,17.2037009,301,"bv_32",6,9391,15102,3350475,10172,0,376949.563,1,3310751.5,561,6,14911.97833,127
"302",318,1996,2005,10,1,"France",4.802085852,50.11148,2080022970,63.26731312,302,"bv_32",6,9391,15102,3350475,10172,0,376949.563,1,3310751.5,561,6,14911.97833,101
"303",342,1996,2005,10,1,"France",4.684410692,49.99648,2080022970,157.8658752,303,"bv_32",1,954,7746,7745,27,1.9,401145.625,0,7650.524,1,1,7650.524304,198
"304",338,1995,2004,10,1,"France",4.307492368,49.58374,2080022150,74.71060312,304,"bv_33",3,6783,7243,49701,173,0.1,550728.5,0,49091.613,5,3,7154.31044,81
"305",366,1995,2003,9,1,"France",1.04634792,49.52895,2080022150,43.92869629,305,"bv_33",3,3635,3963,45154,183,0.2,124823.156,0,44624.016,6,3,3915.527646,41
"306",340,1995,2004,10,1,"France",4.579073297,49.48011,2080022150,583.1545579,306,"bv_33",4,67931,3563,711202,2818,0,568037.875,0,702831.188,81,4,3519.164744,84
"307",602,1995,2004,10,0.8,"France",2.861381977,49.46051,2080022150,949.5437363,307,"bv_33",5,6431,8018,1362424,4650,0,402898.156,0,1345748.5,188,5,7922.783673,35
"308",603,1995,2004,10,0.9,"France",2.876470159,49.43615,2080022150,538.3651457,308,"bv_33",5,6513,6336,2055013,7906,0,402386.063,0,2030593.875,285,5,6258.904747,38
"309",327,1995,2004,10,1,"France",4.162760841,49.42324,2080022150,35.45289637,309,"bv_33",2,6741,12971,72112,341,0.1,521112.719,0,71256.922,7,2,12816.42104,70
"310",600,1995,2004,10,0.8,"France",2.604164303,49.3029,2080022150,826.2674064,310,"bv_33",6,6355,4721,3662803,13451,0.1,369717.344,0,3618776.25,515,6,4666.643205,35
"311",604,1995,2004,10,0.9,"France",1.883369935,49.26901,2080022150,143.2094984,311,"bv_33",2,54651,2190,59195,200,0.1,263770.219,0,58500.211,7,2,2163.773589,67
"312",348,1995,2004,10,1,"France",4.095313479,49.21551,2080022150,100.9710345,312,"bv_33",3,66551,5794,135177,646,0.1,516203.625,0,133587.438,18,3,5723.893879,84
"313",601,1995,2004,10,0.8,"France",2.430172609,49.19553,2080022150,208.6838774,313,"bv_33",3,61811,8036,80142,406,0.1,349774.313,0,79201.789,14,3,7942.106174,40
"314",461,1995,2004,10,1,"France",5.034368743,49.22789,2080022150,75.42542484,314,"bv_33",3,695,17227,161737,643,0.2,647873.125,0,159840.531,13,3,17020.38763,156
"315",319,1995,2004,10,0.8,"France",4.868924485,49.10174,2080022150,573.3403677,315,"bv_33",3,6855,11188,166944,661,0.1,643352.5,0,165020.609,21,3,11056.98637,134
"316",373,1995,2004,10,1,"France",1.64369632,49.11794,2080022150,89.0272307,316,"bv_33",4,5415,1731,389986,1390,0.1,227754.984,0,385332.063,50,4,1712.1848,26
"317",339,1995,2004,10,0.9,"France",3.797333954,49.08136,2080022150,12.08584377,317,"bv_33",5,97335,10823,2071346,7573,0,581058.188,1,2048436.25,277,5,10694.91129,69
"318",321,1996,2005,10,1,"France",4.989095629,49.68781,2080022970,262.2108056,318,"bv_32",2,97941,7328,17902,46,0.6,511649.625,0,17680.625,4,2,7237.903241,168
"319",322,1996,2005,10,1,"France",5.133509709,49.65206,2080022970,364.7605158,319,"bv_32",5,98135,5836,665128,2134,0,520354.25,0,657085.688,116,5,5763.128304,160
"320",326,1996,2005,10,1,"France",5.000303356,49.65338,2080022970,527.4851091,320,"bv_32",5,991111,7301,1295903,4160,0,512896.344,1,1281399.5,228,5,7211.02015,153
"321",458,1996,2005,10,1,"France",5.190955197,49.41334,2080022970,499.0856259,321,"bv_32",5,991315,4911,1165639,3742,0,557023.938,1,1152709,204,5,4852.499543,172
"322",482,1996,2005,10,1,"France",5.813587679,49.39361,2080022970,15.40254718,322,"bv_32",2,98875,7767,15709,64,0.6,611794.813,0,15522.558,2,2,7674.218186,300
"323",489,1994,2003,10,1,"France",6.387451863,49.45864,2080023010,195.2351888,323,"bv_35",1,25338,7518,7518,27,2.1,625442.063,0,7426.961,1,1,7426.961175,204
"324",469,1995,2003,9,0.888888889,"France",6.346834842,49.44907,2080023010,4.26668182,324,"bv_35",5,2535,3104,3834104,11482,0.1,623171,0,3791482.75,740,5,3066.4901,155
"325",477,1994,2003,10,1,"France",6.5757813,49.32946,2080023010,29.34251397,325,"bv_35",4,22231,10605,318349,1175,0.1,655522,0,314632.156,45,4,10480.12469,191
"326",466,1994,2003,10,0.9,"France",6.169285046,49.29868,2080023010,38.45260701,326,"bv_35",1,2576,2914,2914,5,0.5,654465.5,0,2880.072,1,1,2880.071464,154
"327",474,1994,2003,10,1,"France",6.066111487,49.25511,2080023010,90.18519994,327,"bv_35",4,25817,2714,416460,1241,0.1,665276.938,0,411568.75,65,4,2682.620324,170
"328",463,1994,2003,10,1,"France",5.681327109,49.17183,2080023010,119.4300024,328,"bv_35",3,258653,1790,96337,267,0,705521.938,0,95207.172,15,3,1768.416186,194
"329",216,1997,2006,10,1,"France",-0.744099437,48.69012,2080021030,58.9819502,329,"bv_36",2,228495,3363,11122,40,0.5,323747.031,0,10992.428,3,2,3323.089893,190
"330",215,1997,2006,10,1,"France",-0.580241592,48.64958,2080021030,73.47320476,330,"bv_36",2,22873,824,22327,108,0.6,319239.688,0,22077.523,5,2,814.6238558,195
"331",381,1995,2004,10,1,"France",1.985400521,49.08749,2080022150,127.3080916,331,"bv_33",3,6121,16282,40410,198,0.2,322948.094,0,39925.754,6,3,16085.81496,55
"332",609,1995,2004,10,0.9,"France",3.569816932,49.00893,2080022150,25.3624536,332,"bv_33",3,9723,1590,64699,258,0.2,554145.313,0,63951.367,9,3,1571.20548,84
"333",341,1995,2004,10,1,"France",4.241690712,48.99656,2080022150,607.1476944,333,"bv_33",5,9755,6608,1772201,6434,0,626122.438,1,1752739,242,5,6529.955867,78
"334",329,1995,2003,9,0.888888889,"France",4.098058066,48.91095,2080022150,23.70971838,334,"bv_33",2,9743,5777,76750,381,0.2,633050.563,0,75864.703,5,2,5711.66564,93
"335",391,1995,2004,10,0.8,"France",2.229494609,48.86671,2080022150,489.0349231,335,"bv_33",6,771,16382,12023910,43976,0,353975.75,1,11896229,1664,6,16203.60361,29
"336",390,1995,2004,10,0.8,"France",2.284568034,48.85283,2080022150,155.9350656,336,"bv_33",6,775,10120,12002458,43849,0,368796.625,1,11875012,1662,6,10005.9624,30
"337",459,1995,2004,10,1,"France",4.982525302,48.82472,2080022150,656.3294117,337,"bv_33",3,98911,15744,251324,885,0.2,714947.438,0,248537.734,42,3,15566.2759,145
"338",393,1995,2004,10,0.8,"France",2.41962979,48.8169,2080022150,165.3897733,338,"bv_33",5,911,9260,3439561,12735,0,383086.688,1,3400869.5,476,5,9152.646848,36
"339",324,1995,2004,10,1,"France",3.444805842,48.78299,2080022150,169.4703071,339,"bv_33",3,92791,3138,71462,312,0.1,513458.688,0,70659.625,10,3,3102.314565,131
"340",285,1995,2004,10,1,"France",1.010287027,48.72854,2080022150,160.0998641,340,"bv_33",4,4473,8384,125860,426,0.2,280494.781,0,124519.086,15,4,8293.662532,144
"341",460,1995,2004,10,1,"France",5.244154034,48.73184,2080022150,71.21723262,341,"bv_33",3,989157,2614,193397,737,0.3,737245.125,0,191265.703,34,3,2584.394327,203
"342",392,1995,2004,10,0.8,"France",2.41559629,48.71867,2080022150,439.3079572,342,"bv_33",6,815,6967,8235122,29721,0.1,393737,0,8150048.5,1154,6,6891.761977,32
"343",323,1995,2004,10,0.9,"France",3.870386547,48.67972,2080022150,168.2364063,343,"bv_33",2,8923,8518,78303,367,0.1,588752.625,0,77419.367,5,2,8419.414323,88
"344",290,1995,2004,10,1,"France",1.237109472,48.64957,2080022150,2.414328351,344,"bv_33",1,4652,1724,1724,14,0.8,267919.219,0,1703.778,1,1,1703.777709,136
"345",301,1995,2004,10,1,"France",1.584899834,48.57736,2080022150,37.7138489,345,"bv_33",4,479,6753,313129,1392,0.1,275120.5,0,309685.938,34,4,6672.008025,104
"346",316,1995,2004,10,1,"France",3.680825221,48.54894,2080022150,165.3705903,346,"bv_33",5,8797,5311,2303860,8719,0.1,558212.188,0,2279426.75,291,5,5254.778493,69
"347",471,1994,2003,10,1,"France",6.028543532,49.01023,2080023010,20.52975202,347,"bv_35",3,27411,2814,98561,391,0.4,697360.813,0,97434.016,16,3,2780.984276,187
"348",472,1994,2003,10,1,"France",6.031732328,48.95357,2080023010,163.3189542,348,"bv_35",2,2761,5646,10522,39,0.8,707698.563,0,10402.687,2,2,5581.394372,186
"349",377,1994,2003,10,1,"France",7.592574514,48.91855,2080023010,83.20867413,349,"bv_35",2,72461,6318,31922,108,0.3,698825.125,0,31549.193,4,2,6244.477154,189
"350",363,1994,2003,10,1,"France",7.951421013,48.76134,2080023010,96.14540846,350,"bv_35",5,723,5211,490425,1561,0,661356.188,0,484827.156,76,5,5152.715172,121
"351",484,1994,2003,10,1,"France",6.559461298,48.67329,2080023010,172.313477,351,"bv_35",2,2825,5570,47670,202,0.1,784223.125,0,47135.121,8,2,5507.582019,219
"352",456,1994,2003,10,1,"France",7.916471249,48.68385,2080023010,43.19885784,352,"bv_35",8,739,4884,23990674,46036,0.1,664748.688,1,23770620,8280,8,4830.809155,123
"353",543,1994,2003,10,1,"France",7.830923029,48.6546,2080023010,181.6103886,353,"bv_35",6,7411,10723,2198043,4729,0.1,675351.313,0,2175030.25,522,6,10602.65388,137
"354",483,1994,2003,10,1,"France",6.628375786,48.5795,2080023010,534.5055702,354,"bv_35",3,28615,6018,148001,480,0.1,799216.188,0,146351.641,19,3,5950.16706,235
"355",225,1997,2006,10,1,"France",-0.075398593,48.51298,2080021030,4.937858194,355,"bv_36",1,24986,6887,6887,31,0.7,396603.063,0,6805.015,1,1,6805.014504,229
"356",203,1997,2006,10,1,"France",0.907106587,48.43487,2080021030,60.19244645,356,"bv_36",1,2467842,1466,1465,5,2.6,383836.938,0,1448.021,1,1,1448.020908,154
"357",201,1997,2006,10,0.9,"France",0.83662611,48.3854,2080021030,216.6603084,357,"bv_36",4,246791,5828,145297,540,0.1,378165.031,0,143696.453,18,4,5761.67992,112
"358",202,1997,2006,10,1,"France",0.871063911,48.40385,2080021030,169.4628447,358,"bv_36",3,246781,5611,30946,128,0.2,377956.781,0,30604.957,5,3,5553.426554,131
"359",298,1997,2006,10,1,"France",0.874321802,48.34501,2080021030,138.5886704,359,"bv_36",2,246763,4038,26273,107,0.5,373071.438,0,25995.645,5,2,3999.281758,128
"360",571,1997,2005,9,0.888888889,"France",-0.202792883,48.27328,2080021030,39.94563575,360,"bv_36",1,249523,14171,14171,42,0.9,388636.469,0,14027.595,1,1,14027.59465,134
"361",299,1997,2006,10,1,"France",1.127506478,48.20596,2080021030,31.91312237,361,"bv_36",3,2843,9301,52827,177,0.1,446902.25,0,52282.777,4,3,9207.073292,155
"362",289,1995,2004,10,1,"France",0.951954536,48.52674,2080022150,37.7840408,362,"bv_33",2,4991,9274,25873,92,0.2,357659.781,0,25580.012,4,2,9168.26061,207
"363",343,1995,2004,10,1,"France",3.88982603,48.50738,2080022150,83.52499515,363,"bv_33",4,88139,8857,1072241,3933,0.1,576618.188,0,1061137.125,134,4,8756.26727,85
"364",350,1995,2004,10,1,"France",4.93092796,48.5146,2080022150,18.58620095,364,"bv_33",3,99433,12878,130019,488,0.2,725191.938,0,128602.82,19,3,12733.29121,160
"365",331,1995,2004,10,1,"France",4.491321431,48.44858,2080022150,72.94899686,365,"bv_33",4,8961,14478,249505,945,0,638588.875,0,246767.703,23,4,14319.78375,117
"366",333,1995,2004,10,1,"France",4.461432733,48.39179,2080022150,196.468479,366,"bv_33",4,89713,11181,502555,1651,0.2,637927.75,0,497263.719,74,4,11056.7241,121
"367",344,1995,2004,10,0.9,"France",5.165197501,48.34372,2080022150,218.5850385,367,"bv_33",3,99613,6560,186959,621,0.2,773357.188,0,184962.594,29,3,6488.94991,210
"368",332,1995,2004,10,1,"France",4.29717781,48.22713,2080022150,296.9908148,368,"bv_33",3,8825,4387,60488,235,0.1,636263.375,0,59847.813,11,3,4339.617559,121
"369",335,1995,2004,10,1,"France",3.821753343,48.24982,2080022150,209.375134,369,"bv_33",2,86291,4721,28676,89,0.3,580851.875,0,28365.895,5,2,4669.427778,141
"370",232,1995,2004,10,0.8,"France",3.341067557,48.17416,2080022150,175.0460677,370,"bv_33",4,862113,1831,286413,970,0.2,530308.938,0,283326.625,52,4,1810.899905,82
"371",478,1996,2005,10,1,"France",5.733357876,48.40246,2080022970,102.54754,371,"bv_32",4,9941,10723,142170,458,0.1,754449.688,0,140637.844,23,4,10605.17978,290
"372",165,1994,2003,10,1,"France",7.503411538,48.55096,2080023010,207.2400008,372,"bv_35",4,74231,9784,217935,447,0.3,719817.813,0,215542.563,72,4,9675.596926,171
"373",465,1994,2003,10,1,"France",6.139675619,48.52875,2080023010,157.7371306,373,"bv_35",2,29421,7284,52070,143,0.4,800111.625,0,51505.215,7,2,7206.754443,231
"374",199,1994,2003,10,1,"France",7.19468281,48.44408,2080023010,36.72788411,374,"bv_35",3,742971,3463,47107,116,1.1,746087.938,0,46594.684,19,3,3425.803549,364
"375",488,1994,2003,10,1,"France",6.808034069,48.42006,2080023010,144.0819642,375,"bv_35",4,287195,2697,378965,891,0.2,820291.313,0,374894.5,101,4,2667.043438,277
"376",481,1994,2003,10,1,"France",7.00285441,48.41381,2080023010,94.23771749,376,"bv_35",3,287471,3180,20545,45,0.7,841529.5,0,20323.146,6,3,3146.32473,362
"377",425,1994,2003,10,1,"France",7.402673795,48.39486,2080023010,150.3642245,377,"bv_35",3,74342551,8008,25162,46,2.4,735450.875,0,24887.668,8,3,7920.146931,301
"378",354,1994,2003,10,1,"France",7.580241699,48.35528,2080023010,351.6121673,378,"bv_35",6,7435,29426,1570465,3325,0.1,731485.938,0,1554372.625,396,6,29113.41038,162
"379",284,1994,2003,10,1,"France",7.713469027,48.3125,2080023010,59.15760258,379,"bv_35",8,779,5987,20959688,38882,0.1,712520.188,1,20771326,7583,8,5923.765185,155
"380",479,1994,2003,10,1,"France",6.135465782,48.27751,2080023010,3.606509278,380,"bv_35",3,29475,2638,97247,371,0,838067.125,0,96209.742,15,3,2609.654209,275
"381",248,1994,2003,10,1,"France",7.162029213,48.23275,2080023010,165.0094312,381,"bv_35",3,7436973,1890,12843,21,2.2,764089.313,0,12710.237,5,3,1870.216851,424
"382",487,1994,2002,9,1,"France",6.949313509,48.204,2080023010,102.7270469,382,"bv_35",3,2895,5504,72962,120,1,858142.938,0,72193.672,22,3,5446.199719,431
"383",352,1994,2003,10,1,"France",7.675227352,48.25271,2080023010,406.2459033,383,"bv_35",8,79111,9577,20323490,37650,0.1,721997.875,1,20141764,7391,8,9477.683426,162
"384",378,1994,2003,10,1,"France",7.679114042,48.25453,2080023010,156.9180556,384,"bv_35",8,79111,9577,20323490,37650,0.1,721997.875,1,20141764,7391,8,9477.683426,162
"385",360,2007,2015,9,0.888888889,"France",5.917391454,47.84026,2080016510,100.667157,385,"bv_34",4,8951,6294,385631,1168,0,745947.063,0,381627.656,63,4,6232.909906,215
"386",300,1997,2006,10,1,"France",1.290440027,48.06747,2080021030,25.93821792,386,"bv_36",2,27921,4980,8687,33,0.5,399334.625,0,8594.106,2,2,4926.776875,105
"387",582,1997,2006,10,0.9,"France",-0.697232395,47.86893,2080021030,53.07589928,387,"bv_36",5,22353,5428,1046819,3826,0,205839.797,0,1035616.75,162,5,5371.742529,49
"388",573,1997,2006,10,0.9,"France",-0.09125947,47.81489,2080021030,33.75190145,388,"bv_36",5,24519,9340,1680778,6161,0,230702.719,0,1662903.5,202,5,9241.996997,29
"389",349,1995,2004,10,1,"France",4.804771329,48.15371,2080022150,178.9047659,389,"bv_33",3,8981,4487,143840,489,0.1,691130.688,0,142314.969,18,3,4437.802157,189
"390",334,1995,2004,10,1,"France",4.795471206,48.14405,2080022150,180.0693018,390,"bv_33",3,89931,741,184833,662,0.1,688737.063,0,182925.484,28,3,733.4888355,191
"391",345,1995,2004,10,1,"France",4.386671597,48.08613,2080022150,389.8697195,391,"bv_33",3,88611,8867,216395,736,0.2,659029.625,0,214180.063,33,3,8770.698223,161
"392",336,1995,2004,10,1,"France",3.926676781,48.04416,2080022150,305.3505828,392,"bv_33",3,86445,2621,108544,377,0.1,617551.438,0,107401.344,18,3,2596.130659,118
"393",346,1995,2004,10,1,"France",5.24936788,48.0184,2080022150,107.1378825,393,"bv_33",3,999511,5394,99341,368,0.2,833360.625,1,98320.406,16,3,5337.769998,298
"394",347,1996,2005,10,1,"France",5.543803548,48.06817,2080022970,294.072988,394,"bv_32",2,99971,9125,37360,172,0.1,799869.75,1,36975.645,6,2,9033.2607,321
"395",486,1994,2003,10,0.9,"France",6.778634497,48.1455,2080023010,749.4744454,395,"bv_35",3,29655,3904,47028,120,0.9,897999.438,0,46526.422,11,3,3862.429356,494
"396",480,1994,2003,10,1,"France",6.51566334,48.128,2080023010,132.8435094,396,"bv_35",5,295753,4404,589387,1169,0.1,868288.625,0,583263.438,193,5,4356.591832,357
"397",585,1994,2003,10,1,"France",7.196836992,47.92344,2080023010,57.59230903,397,"bv_35",4,746451,2131,44864,65,1.6,799130.688,0,44407.445,23,4,2109.126366,336
"398",485,1994,2003,10,1,"France",6.739336201,47.89201,2080023010,122.0556416,398,"bv_35",4,29839,2838,76692,127,0.5,911795.688,0,75912.852,32,4,2808.542114,469
"399",491,1994,2003,10,1,"France",7.264912965,47.82727,2080023010,438.1132968,399,"bv_35",4,747631,21248,167539,245,0.6,814802.938,0,165849.828,56,4,21034.18617,246
"400",584,1997,2006,10,0.9,"France",0.643838659,47.82337,2080021030,22.41912325,400,"bv_36",2,2621,9405,32577,103,0.3,312181.219,0,32241.316,4,2,9304.965754,98
"401",351,1995,2004,10,1,"France",5.080423025,47.77765,2080022150,61.35747271,401,"bv_33",2,899991,2673,7801,45,0.6,754750.063,0,7723.162,2,2,2645.285477,351
"402",234,1995,2004,10,0.9,"France",4.570985849,47.76419,2080022150,113.3758956,402,"bv_33",3,889591,2831,107692,383,0.2,709638.875,0,106602.461,11,3,2802.260784,252
"403",233,1995,2004,10,0.9,"France",3.268394578,47.75037,2080022150,129.1162428,403,"bv_33",3,84977,6643,41871,161,0.2,591973.5,0,41444.477,7,3,6571.622433,185
"404",675,1994,2003,10,1,"France",7.522627723,47.66077,2080023010,21.48991761,404,"bv_35",8,7917,9557,19825638,36546,0.1,802045.75,1,19648950,7304,8,9461.732795,232
"405",430,1994,2003,10,1,"France",7.175098786,47.53952,2080023010,6.975675655,405,"bv_35",2,74973,3446,30407,76,0.7,852621.125,0,30117.514,4,2,3411.098294,374
"406",313,1997,2006,10,1,"France",1.189954012,47.48546,2080021030,20.22610249,406,"bv_36",7,737,9411,14542544,40676,0,298937.219,1,14439649,2709,7,9329.971225,59
"407",306,1997,2006,10,1,"France",0.954580507,47.43096,2080021030,1167.100851,407,"bv_36",3,7235,6577,192899,820,0,279211.406,0,191067.219,28,3,6518.863744,52
"408",308,1997,2006,10,1,"France",2.304763966,47.4467,2080021030,134.0751354,408,"bv_36",3,64613,10533,105947,362,0.2,415415,0,104927.891,16,3,10428.76504,155
"409",568,1997,2006,10,0.9,"France",-0.860737195,47.39273,2080021030,112.5503528,409,"bv_36",8,1791,3797,33224584,110295,0,109868.734,1,32956108,5344,8,3760.770592,10
"410",315,1998,2006,9,0.888888889,"France",2.867899215,47.33833,2080021030,63.69660875,410,"bv_36",7,775,300,12931806,34125,0,503859.938,1,12844536,2471,7,297.1289894,142
"411",312,1997,2006,10,1,"France",2.825422223,47.28318,2080021030,212.5485808,411,"bv_36",2,7821,9498,19889,59,0.3,522059.844,0,19706.996,3,2,9411.823138,169
"412",157,2008,2017,10,1,"Balaton",17.02972,46.97804,2080008490,105.4128171,412,"bv_42",4,91499171,3363,342905,1137,0.1,1842186.5,0,340009.781,51,4,3329.984716,124
"413",152,2008,2017,10,0.9,"Balaton",17.64639,46.99218,2080008490,632.16038,413,"bv_42",3,914675,3504,45776,154,0.7,1801127.75,0,45373.512,8,3,3469.506422,205
"414",137,2008,2017,10,1,"Balaton",16.89636,46.88997,2080008490,117.6141464,414,"bv_42",1,9149942,3849,3849,12,0.7,1861070.375,0,3814.703,1,1,3814.702865,140
"415",160,2008,2016,9,0.888888889,"Balaton",17.49636,46.88877,2080008490,305.9795765,415,"bv_42",3,914651,3621,99699,287,0.4,1783690.25,0,98829.859,18,3,3586.26484,133
"416",162,2008,2016,9,1,"Balaton",17.5297,46.91515,2080008490,197.6014766,416,"bv_42",3,914655,1690,91290,263,0.2,1786897.25,0,90496.523,16,3,1673.483907,143
"417",163,2008,2017,10,0.9,"Balaton",17.56304,46.92735,2080008490,406.2988562,417,"bv_42",3,914659,4753,81099,241,0.4,1793813.5,0,80396.094,14,3,4705.52409,158
"418",241,2006,2015,10,1,"France",5.165636186,47.0737,2080016510,86.29251629,418,"bv_34",6,815,21838,3718379,11754,0,559849.313,0,3682294,528,6,21643.60672,179
"419",249,2007,2015,9,1,"France",5.018529049,46.94337,2080016510,508.8263603,419,"bv_34",5,781,6908,353637,1011,0,524493.188,0,350492.344,57,5,6850.567407,176
"420",307,1997,2006,10,1,"France",0.078099578,47.21082,2080021030,170.4277441,420,"bv_36",6,4111,1697,6052805,21162,0.1,197621.906,0,6006623,901,6,1678.016891,31
"421",286,1997,2006,10,0.9,"France",2.15120885,47.16787,2080021030,65.69931442,421,"bv_36",5,69111,12827,1481600,4528,0,403825.594,0,1470118.125,246,5,12699.06756,107
"422",310,1997,2006,10,1,"France",2.525108779,47.075,2080021030,6.754297198,422,"bv_36",3,68673,6760,129859,570,0.1,439644.938,0,128732.75,14,3,6695.000168,134
"423",304,1997,2006,10,1,"France",0.791011952,47.04132,2080021030,268.1797164,423,"bv_36",3,42127,10460,28435,101,0.1,283116.938,0,28187.469,5,3,10371.44331,76
"424",305,1997,2006,10,1,"France",1.088061001,47.06,2080021030,120.6150435,424,"bv_36",4,5251193,6070,447773,1835,0.1,307979.063,0,443952.219,57,4,6010.471789,78
"425",296,1997,2006,10,1,"France",1.45745826,47.00778,2080021030,20.01027363,425,"bv_36",1,6265,7418,7418,37,0.2,389848.5,0,7357.431,1,1,7357.431367,125
"426",620,1997,2006,10,0.9,"France",-0.653983147,46.90799,2080021030,32.8421574,426,"bv_36",2,38493,2231,11546,61,0.4,261557.063,0,11443.133,2,2,2211.350705,130
"427",140,2008,2017,10,0.9,"Balaton",16.52968,46.86149,2080008490,94.97431979,427,"bv_42",2,91499985,4587,5411,17,0.5,1898618.125,0,5366.597,2,2,4549.632714,209
"428",161,2008,2016,9,0.888888889,"Balaton",17.47969,46.87336,2080008490,394.6564302,428,"bv_42",3,914635,3004,113346,316,0.3,1780104,0,112358.172,20,3,2973.966803,123
"429",158,2008,2017,10,1,"Balaton",16.62968,46.85027,2080008490,15.17883491,429,"bv_42",3,91499933,3238,66044,230,0.2,1882910.75,0,65481.66,12,3,3208.652027,176
"430",145,2008,2017,10,0.9,"Balaton",16.56301,46.84541,2080008490,434.0785111,430,"bv_42",1,9149996,8346,8346,32,0.7,1895944.125,0,8273.334,1,1,8273.333631,191
"431",138,2008,2017,10,0.9,"Balaton",16.56301,46.84321,2080008490,324.2632104,431,"bv_42",1,9149996,8346,8346,32,0.7,1895944.125,0,8273.334,1,1,8273.333631,192
"432",150,2008,2017,10,0.9,"Balaton",16.49634,46.8371,2080008490,185.4075929,432,"bv_42",2,91499993,5670,18641,76,0.3,1899149.25,0,18486.355,3,2,5620.152767,201
"433",153,2008,2017,10,0.9,"Balaton",16.42968,46.83985,2080008490,178.5381999,433,"bv_42",2,91499995,2956,9674,50,0.3,1902081.5,0,9595.84,2,2,2932.28326,224
"434",141,2008,2017,10,0.9,"Balaton",16.76301,46.82997,2080008490,119.0181217,434,"bv_42",2,91499841,1307,7836,34,0.3,1874063.875,0,7768.979,2,2,1295.735392,164
"435",147,2008,2016,9,0.888888889,"Balaton",17.42968,46.84993,2080008490,826.488328,435,"bv_42",1,9146224,9533,9533,25,0.6,1789868.375,0,9446.746,1,1,9446.745665,111
"436",132,2008,2017,10,1,"Balaton",17.413,46.80342,2080008490,195.5268436,436,"bv_42",2,914623,6801,35048,103,0.1,1780776.125,0,34751.512,6,2,6744.102626,104
"437",146,2008,2017,10,0.9,"Balaton",17.42967,46.80685,2080008490,1457.141474,437,"bv_42",3,914621,6825,79862,201,0,1774032,0,79186.414,9,3,6768.471245,105
"438",159,2008,2017,10,0.9,"Balaton",17.39633,46.80081,2080008490,1066.245449,438,"bv_42",2,914623,6801,35048,103,0.1,1780776.125,0,34751.512,6,2,6744.102626,105
"439",143,2008,2017,10,0.9,"Balaton",16.94634,46.82699,2080008490,826.3684662,439,"bv_42",1,9149922,3097,3097,8,1.3,1861933.125,0,3072.154,1,1,3072.153584,156
"440",130,2008,2017,10,0.8,"Balaton",17.81301,46.8234,2080008490,451.8144598,440,"bv_42",3,9145741,9937,29999,73,0,1747157.625,0,29759.354,6,3,9865.915744,104
"441",121,2008,2017,10,0.9,"Balaton",17.47968,46.83626,2080008490,369.2017518,441,"bv_42",3,914631,7770,128748,376,0.2,1774965.125,0,127630.648,22,3,7701.779987,113
"442",122,2008,2016,9,1,"Balaton",17.463,46.80658,2080008490,119.8314046,442,"bv_42",3,914631,7770,128748,376,0.2,1774965.125,0,127630.648,22,3,7701.779987,107
"443",156,2008,2017,10,0.9,"Balaton",17.12965,46.75285,2080008490,510.153498,443,"bv_42",4,91499117,4707,449727,1491,0.1,1811085.5,0,445938.719,66,4,4668.745995,109
"444",139,2008,2017,10,0.9,"Balaton",17.84632,46.7507,2080008490,186.0758418,444,"bv_42",2,91457461,866,4204,14,0.5,1752568.75,0,4172.66,2,2,859.4418819,127
"445",144,2008,2017,10,0.9,"Balaton",16.92965,46.74105,2080008490,121.2535498,445,"bv_42",2,9149927,6263,25548,100,0,1874143.25,0,25343.607,3,2,6212.0421,143
"446",127,2008,2017,10,0.8,"Balaton",17.64633,46.77094,2080008490,37.56292762,446,"bv_42",2,9145821,13030,23972,88,0.1,1773092.875,0,23775.307,3,2,12919.35137,104
"447",123,2008,2017,10,0.9,"Balaton",16.86298,46.73067,2080008490,825.9606812,447,"bv_42",3,9149963,16494,42908,100,0.1,1879062,0,42559.629,4,3,16354.71267,154
"448",125,2008,2017,10,1,"Balaton",16.87968,46.8434,2080008490,703.4125038,448,"bv_42",1,9149962,2914,2914,7,0.8,1865597.125,0,2889.83,1,1,2889.829867,157
"449",149,2008,2017,10,0.9,"Balaton",17.74633,46.80208,2080008490,826.0288038,449,"bv_42",2,9145761,5733,46797,118,0,1747694.25,0,46430.289,7,2,5690.465762,106
"450",151,2008,2017,10,1,"Balaton",17.77965,46.7293,2080008490,194.5571521,450,"bv_42",1,91457652,1366,1366,5,2.3,1757584.125,0,1355.519,1,1,1355.519194,124
"451",124,2008,2017,10,0.9,"Balaton",16.8463,46.67238,2080008490,136.2077875,451,"bv_42",1,91499643,5611,5611,14,0.9,1887002.625,0,5569.574,1,1,5569.574046,165
"452",136,2008,2017,10,1,"Balaton",17.61296,46.65607,2080008490,19.86410568,452,"bv_42",1,914586,16585,16585,48,0.5,1788530.625,0,16458.414,1,1,16458.41481,109
