"","sYNGEO_ID","begin","end","span","completene","Origin","Longitude","Latitude","MAIN_BAS","Distance","idsites","BvCode","ccm2_strahler","ccm2_pfafstetter","ccm2_length","ccm2_cumlength","ccm2_drainagArea_km","ccm2_altgradient","rivex_distMouth","rivex_mainchannel","rivex_upstrlength","rivex_shreve","rivex_strahler","rivex_length","elev"
"53",1005,1994,2003,10,0.9,"Sweden",21.34953,67.34091,2080030160,291.8100554,53,"bv_63",1,2463,9230,9229,56,0.5,223571.5,0,9394.753,1,1,9394.75341,334
"54",1006,1994,2003,10,1,"Sweden",21.33705,67.34845,2080030160,94.2123008,54,"bv_63",1,2463,9230,9229,56,0.5,223571.5,0,9394.753,1,1,9394.75341,338
"55",1007,1994,2003,10,0.9,"Sweden",21.3159,67.35188,2080030160,45.68822091,55,"bv_63",1,2463,9230,9229,56,0.5,223571.5,0,9394.753,1,1,9394.75341,337
"56",1008,1994,2003,10,0.9,"Sweden",21.32128,67.35295,2080030160,310.5435418,56,"bv_63",1,2463,9230,9229,56,0.5,223571.5,0,9394.753,1,1,9394.75341,337
"57",1009,1994,2002,9,1,"Sweden",21.29219,67.36546,2080030160,100.0963337,57,"bv_63",1,2463,9230,9229,56,0.5,223571.5,0,9394.753,1,1,9394.75341,359
"58",1010,1994,2002,9,1,"Sweden",21.29053,67.36731,2080030160,311.3328448,58,"bv_63",1,2463,9230,9229,56,0.5,223571.5,0,9394.753,1,1,9394.75341,357
"59",1011,1994,2003,10,1,"Sweden",21.28907,67.36817,2080030160,297.0935941,59,"bv_63",1,2463,9230,9229,56,0.5,223571.5,0,9394.753,1,1,9394.75341,356
"60",995,1994,2003,10,0.9,"Sweden",22.3153,67.25057,2080030160,997.0053317,60,"bv_63",5,751,21697,2117762,6447,0.2,207800.281,1,2169802.25,356,5,22073.20286,193
"61",991,1994,2003,10,1,"Sweden",21.6024,67.19177,2080030160,225.8556638,61,"bv_63",3,2455,7084,110066,431,0.3,197745.031,0,112314.563,14,3,7237.502703,239
"62",990,1994,2003,10,1,"Sweden",21.53464,67.15355,2080030160,167.1540663,62,"bv_63",3,2441,15102,83657,259,0.3,196117.875,0,85335.578,7,3,15357.26231,247
"63",985,1994,2003,10,0.9,"Sweden",22.00417,66.89819,2080030160,31.12265197,63,"bv_63",4,24171,7574,386644,1285,0.3,153168.891,0,394542.969,39,4,7700.544635,146
"64",974,1994,2003,10,0.8,"Sweden",22.75105,66.53137,2080030160,235.6065681,64,"bv_63",5,333,7363,2979157,9692,0.1,96960.969,1,3048252,441,5,7531.627316,42
"65",976,1994,2003,10,0.9,"Sweden",22.75079,66.55626,2080030160,435.795361,65,"bv_63",5,333,7363,2979157,9692,0.1,96960.969,1,3048252,441,5,7531.627316,46
"66",979,1994,2003,10,0.8,"Sweden",22.75224,66.61378,2080030160,672.2704187,66,"bv_63",5,337,3263,2956430,9619,0.5,104960.023,1,3025013.5,439,5,3318.064178,57
"67",969,1994,2003,10,0.9,"Sweden",22.65779,66.45647,2080030160,601.4606779,67,"bv_63",5,2311,6136,1233968,4149,0.2,84925.805,0,1258949.625,131,5,6243.887181,40
"68",968,1994,2003,10,0.8,"Sweden",22.80129,66.40654,2080030160,22.42448566,68,"bv_63",5,3311,17489,3016553,9797,0,84114.578,1,3086346.25,445,5,17803.52605,36
"69",953,1994,2003,10,0.8,"Sweden",22.80498,66.15986,2080030160,1205.682044,69,"bv_63",6,191,6038,5229851,17178,0.1,44739.34,1,5342239,696,6,6185.048253,33
"70",945,1994,2003,10,0.8,"Sweden",22.87432,65.9501,2080030160,224.7512028,70,"bv_63",6,131,7601,5336622,17540,0.2,21918.23,1,5450736,716,6,7731.238709,9
"71",943,1994,2003,10,0.8,"Sweden",23.00482,65.881,2080030160,106.639209,71,"bv_63",6,113,12747,5370397,17672,0.1,13210.588,1,5485028.5,719,6,12903.6862,0
"72",973,2002,2011,10,0.8,"Sweden",21.08861,66.57591,2080030220,232.5260361,72,"bv_55",4,75,5694,374416,1382,0.1,132563.188,1,381587.375,36,4,5794.195475,288
"73",971,2002,2011,10,0.8,"Sweden",21.10443,66.51782,2080030220,82.50129371,73,"bv_55",4,73,6153,401223,1498,0.5,126768.984,1,408928.938,39,4,6280.776422,273
"74",958,2002,2011,10,0.9,"Sweden",21.37039,66.32216,2080030220,251.3875794,74,"bv_55",4,715,17597,450205,1663,0.4,108595.523,1,458738.156,43,4,17869.79493,166
"75",960,2002,2011,10,0.8,"Sweden",21.35911,66.34767,2080030220,286.8796018,75,"bv_55",4,715,17597,450205,1663,0.4,108595.523,1,458738.156,43,4,17869.79493,169
"76",965,2002,2011,10,0.9,"Sweden",21.25441,66.39968,2080030220,172.6889424,76,"bv_55",4,715,17597,450205,1663,0.4,108595.523,1,458738.156,43,4,17869.79493,209
"77",966,2002,2011,10,0.9,"Sweden",21.17969,66.44563,2080030220,364.9199544,77,"bv_55",4,719,9798,423751,1579,0.3,120488.211,1,431854.063,41,4,9969.145643,234
"78",967,2002,2011,10,0.8,"Sweden",21.1766,66.44898,2080030220,375.7629491,78,"bv_55",4,719,9798,423751,1579,0.3,120488.211,1,431854.063,41,4,9969.145643,228
"79",957,2002,2011,10,0.9,"Sweden",21.34279,66.28797,2080030220,234.2556146,79,"bv_55",4,711,5411,463442,1704,0.8,87394.43,1,472209.844,45,4,5513.535603,150
"80",954,2002,2011,10,0.9,"Sweden",21.35575,66.24847,2080030220,174.5584042,80,"bv_55",4,711,5411,463442,1704,0.8,87394.43,1,472209.844,45,4,5513.535603,110
"81",955,2002,2011,10,0.9,"Sweden",21.34778,66.25488,2080030220,63.9309815,81,"bv_55",4,711,5411,463442,1704,0.8,87394.43,1,472209.844,45,4,5513.535603,113
"82",951,2002,2011,10,0.9,"Sweden",21.54393,66.20481,2080030220,600.0552819,82,"bv_55",4,571,1407,577358,2106,0.6,69321.586,1,587980.5,53,4,1440.916249,52
"83",952,2002,2011,10,0.8,"Sweden",21.44983,66.20836,2080030220,239.3517866,83,"bv_55",4,573,7043,575751,2099,0.5,76453.625,1,586337.625,52,4,7132.040386,95
"84",962,2007,2016,10,1,"Sweden",17.64503,66.47736,2080030340,31.07411449,84,"bv_67",2,823,7170,22737,87,0.6,278716.469,0,23095.004,2,2,7276.135474,512
"85",963,2007,2016,10,1,"Sweden",17.66148,66.47825,2080030340,132.3459871,85,"bv_67",2,823,7170,22737,87,0.6,278716.469,0,23095.004,2,2,7276.135474,490
"86",964,2007,2016,10,1,"Sweden",17.65603,66.48028,2080030340,110.6610062,86,"bv_67",2,823,7170,22737,87,0.6,278716.469,0,23095.004,2,2,7276.135474,499
"87",941,2007,2016,10,0.9,"Sweden",19.38406,65.97848,2080030340,313.9263696,87,"bv_67",5,7111,3438,1790670,5258,0.6,147002.563,1,1823945,312,5,3475.728525,289
"88",939,2007,2016,10,0.9,"Sweden",20.13795,65.92962,2080030340,956.4567095,88,"bv_67",4,4511,5887,226146,784,0.5,111275.875,0,229502.563,33,4,5953.169686,129
"89",940,2007,2016,10,0.9,"Sweden",19.52387,65.95199,2080030340,36.80589192,89,"bv_67",5,595,1066,2123099,6406,0.8,137666.781,1,2161090.75,354,5,1076.675979,274
"90",933,2007,2016,10,0.9,"Sweden",19.4263,65.89096,2080030340,422.282437,90,"bv_67",4,631,8411,274699,935,0.1,164826.734,0,278591.156,36,4,8513.335124,332
"91",932,2007,2016,10,0.9,"Sweden",20.20854,65.86009,2080030340,37.23812931,91,"bv_67",5,515,3007,2290632,6975,0.2,102178.602,1,2330851,378,5,3039.381163,153
"92",931,2007,2016,10,0.8,"Sweden",20.41997,65.85334,2080030340,106.2924925,92,"bv_67",5,393,1473,2855727,8922,0.1,86680.547,1,2904273.5,442,5,1488.306487,40
"93",935,2007,2016,10,0.9,"Sweden",15.9588,65.96438,2080030650,25.19626301,93,"bv_62",4,8855,1183,82547,241,0.2,439481.813,0,83856.484,17,4,1195.85622,534
"94",936,2007,2016,10,1,"Sweden",15.9586,65.96663,2080030650,229.7613704,94,"bv_62",1,8854,3173,3172,9,8.6,441517.063,0,3231.088,1,1,3231.087855,559
"95",938,2007,2016,10,1,"Sweden",15.95818,65.96824,2080030650,412.2050982,95,"bv_62",1,8854,3173,3172,9,8.6,441517.063,0,3231.088,1,1,3231.087855,573
"96",929,2007,2016,10,0.9,"Sweden",21.10598,65.56281,2080030340,91.82991277,96,"bv_67",2,165,10930,47628,174,0.4,29983.328,0,48261.109,7,2,11050.0893,57
"97",919,2000,2009,10,1,"Sweden",20.52085,65.38142,2080030370,98.7224815,97,"bv_73",3,731,13558,219100,734,0.4,76894.516,1,221797.281,25,3,13695.26757,281
"98",921,2000,2009,10,1,"Sweden",20.44399,65.41716,2080030370,58.67060659,98,"bv_73",3,733,17614,205401,671,0.1,94690.734,1,207959.359,24,3,17796.22222,315
"99",911,2000,2009,10,1,"Sweden",20.79941,65.25953,2080030370,753.2971239,99,"bv_73",3,713,7543,244701,807,0.6,55481.957,1,247640.203,27,3,7623.990996,216
"100",902,2000,2008,9,0.888888889,"Sweden",20.84891,65.17488,2080030370,221.5877188,100,"bv_73",2,43,8318,13074,41,0.8,44025.684,0,13187.331,2,2,8388.611875,139
"101",903,2000,2009,10,1,"Sweden",20.87442,65.17528,2080030370,664.3969095,101,"bv_73",3,5,10523,291705,967,0.7,43452.645,1,295113.438,31,3,10621.64473,117
"102",907,2000,2009,10,0.9,"Sweden",20.83664,65.20721,2080030370,459.4134791,102,"bv_73",3,5,10523,291705,967,0.7,43452.645,1,295113.438,31,3,10621.64473,147
"103",895,2000,2009,10,0.9,"Sweden",21.02997,65.13671,2080030370,0.577576592,103,"bv_73",3,31,11323,331946,1108,0.2,26730.568,1,335739.969,37,3,11426.64913,70
"104",896,2000,2009,10,0.9,"Sweden",20.9654,65.14151,2080030370,687.5837942,104,"bv_73",3,33,3373,319174,1060,0.4,30128.832,1,322847.031,36,3,3398.262627,81
"105",897,2000,2008,9,1,"Sweden",20.90488,65.15455,2080030370,47.9738617,105,"bv_73",2,41,2780,20299,59,0.6,35637.07,0,20491.055,3,2,2806.069267,116
"106",898,2000,2009,10,1,"Sweden",20.91609,65.15723,2080030370,655.8263288,106,"bv_73",3,5,10523,291705,967,0.7,43452.645,1,295113.438,31,3,10621.64473,103
"107",900,2000,2009,10,1,"Sweden",20.90069,65.16503,2080030370,990.9559554,107,"bv_73",3,5,10523,291705,967,0.7,43452.645,1,295113.438,31,3,10621.64473,107
"108",894,2000,2009,10,0.9,"Sweden",21.11569,65.12375,2080030370,94.00285704,108,"bv_73",3,31,11323,331946,1108,0.2,26730.568,1,335739.969,37,3,11426.64913,68
"109",2037,2000,2009,10,1,"Sweden",21.35653,65.02944,2080030370,115.7626249,109,"bv_73",3,13,300,400861,1360,0.7,544.524,1,405344.969,43,3,301.6218457,2
"110",2041,2000,2009,10,0.9,"Sweden",21.32519,65.03844,2080030370,128.9843364,110,"bv_73",3,15,6943,400019,1358,0.3,7556.851,1,404493.594,42,3,7012.32644,13
"111",2046,2000,2009,10,0.9,"Sweden",21.23722,65.08421,2080030370,586.7303935,111,"bv_73",3,17,7684,390980,1321,0.5,15303.919,1,395364.781,41,3,7747.068446,37
"112",2047,2000,2009,10,0.9,"Sweden",21.19861,65.09353,2080030370,161.9309442,112,"bv_73",3,17,7684,390980,1321,0.5,15303.919,1,395364.781,41,3,7747.068446,46
"113",924,2007,2016,10,0.9,"Sweden",19.0848,65.58608,2080030420,361.1392859,113,"bv_56",1,62,7287,7287,19,2.1,160232.188,0,7422.241,1,1,7422.241406,422
"114",925,2007,2016,10,0.9,"Sweden",19.08443,65.59354,2080030420,146.5938838,114,"bv_56",1,62,7287,7287,19,2.1,160232.188,0,7422.241,1,1,7422.241406,384
"115",927,2007,2016,10,1,"Sweden",19.08691,65.60462,2080030420,69.84431501,115,"bv_56",1,62,7287,7287,19,2.1,160232.188,0,7422.241,1,1,7422.241406,381
"116",923,2007,2016,10,1,"Sweden",19.44885,65.50972,2080030420,1357.515542,116,"bv_56",4,55,9088,462396,1540,0.3,133375.719,1,468547.375,57,4,9195.6767,340
"117",922,2007,2016,10,0.9,"Sweden",19.55758,65.45165,2080030420,48.98958224,117,"bv_56",4,53,5587,473543,1569,0.2,124180.039,1,479823.375,58,4,5646.108213,318
"118",920,2007,2016,10,0.9,"Sweden",19.69664,65.41103,2080030420,68.91498869,118,"bv_56",5,395,8501,645138,2181,0.2,114134.727,1,653564.25,82,5,8577.32756,318
"119",916,2007,2016,10,0.9,"Sweden",19.80517,65.37325,2080030420,37.65755538,119,"bv_56",5,373,8408,680544,2283,0.1,101973.047,1,689383.063,85,5,8485.863434,299
"120",914,2007,2016,10,0.9,"Sweden",19.99853,65.32066,2080030420,1151.471467,120,"bv_56",5,35,7194,705544,2367,0.2,91924.242,1,714697,87,5,7284.052948,289
"121",913,2007,2016,10,0.9,"Sweden",20.21429,65.28448,2080030420,576.3597035,121,"bv_56",5,31,2414,814636,2756,0.4,74578.836,1,825025.063,101,5,2433.474759,238
"122",909,2007,2016,10,0.9,"Sweden",20.31857,65.26414,2080030420,50.19847033,122,"bv_56",5,19,5604,908920,3139,0.4,72145.359,1,920317.5,109,5,5650.212923,204
"123",910,2007,2016,10,0.9,"Sweden",20.33629,65.26603,2080030420,163.2764257,123,"bv_56",5,19,5604,908920,3139,0.4,72145.359,1,920317.5,109,5,5650.212923,201
"124",912,2007,2016,10,0.9,"Sweden",20.25534,65.27716,2080030420,635.8807897,124,"bv_56",5,19,5604,908920,3139,0.4,72145.359,1,920317.5,109,5,5650.212923,214
"125",908,2007,2016,10,0.9,"Sweden",20.40095,65.24196,2080030420,268.3437881,125,"bv_56",5,175,4211,921998,3197,0.2,66495.148,1,933520.063,111,5,4245.882572,182
"126",2043,2007,2016,10,0.9,"Sweden",20.8024,65.0645,2080030420,460.5342601,126,"bv_56",2,143,9440,24490,77,0.5,34726.648,0,24717.209,2,2,9539.083456,145
"127",2034,2007,2016,10,0.9,"Sweden",20.97971,65.03742,2080030420,569.124993,127,"bv_56",5,151,9440,997166,3442,0.3,25719.912,1,1009446.813,120,5,9536.515735,97
"128",2044,2007,2016,10,0.9,"Sweden",20.79099,65.09455,2080030420,819.2986447,128,"bv_56",1,154,7736,7735,25,1,40084.148,0,7796.899,1,1,7796.899377,160
"129",2033,2007,2016,10,0.9,"Sweden",20.9374,65.02441,2080030420,168.331076,129,"bv_56",2,141,8925,40327,140,0.6,25187.566,0,40708.094,3,2,9004.169908,98
"130",2025,2007,2016,10,0.9,"Sweden",21.11863,64.97102,2080030420,88.71677698,130,"bv_56",5,131,8750,1053844,3637,0.4,9110.847,1,1066625.875,124,5,8809.312537,19
"131",2027,2007,2016,10,0.9,"Sweden",21.04413,65.00037,2080030420,241.7391994,131,"bv_56",5,133,7018,1044512,3601,0.7,16183.396,1,1057227.5,123,5,7072.548156,53
"132",2029,2007,2016,10,0.9,"Sweden",21.00092,65.01411,2080030420,111.1368001,132,"bv_56",5,133,7018,1044512,3601,0.7,16183.396,1,1057227.5,123,5,7072.548156,65
"133",2031,2007,2016,10,0.9,"Sweden",20.9851,65.02141,2080030420,80.10043028,133,"bv_56",2,141,8925,40327,140,0.6,25187.566,0,40708.094,3,2,9004.169908,81
"134",2032,2007,2016,10,0.9,"Sweden",20.98699,65.02233,2080030420,43.3268434,134,"bv_56",2,141,8925,40327,140,0.6,25187.566,0,40708.094,3,2,9004.169908,69
"135",1987,2005,2014,10,0.9,"Sweden",20.12609,64.32359,2080030610,2578.024861,135,"bv_78",4,73,10730,127716,490,0.4,75903.43,1,128627.734,17,4,10787.65863,239
"136",1980,2006,2014,9,1,"Sweden",20.17077,64.29441,2080030610,306.6289957,136,"bv_78",4,73,10730,127716,490,0.4,75903.43,1,128627.734,17,4,10787.65863,236
"137",1981,2006,2014,9,0.888888889,"Sweden",20.23003,64.29622,2080030610,347.2961592,137,"bv_78",2,63,6487,17616,72,0.2,71373.789,0,17760.334,2,2,6555.616889,190
"138",1971,2005,2014,10,1,"Sweden",20.13123,64.26009,2080030610,973.4799769,138,"bv_78",1,72,5936,5935,38,0.4,71094.508,0,5978.744,1,1,5978.744001,237
"139",1975,2005,2014,10,1,"Sweden",20.14197,64.26921,2080030610,459.7945353,139,"bv_78",1,72,5936,5935,38,0.4,71094.508,0,5978.744,1,1,5978.744001,237
"140",1977,2005,2014,10,0.9,"Sweden",20.24915,64.27363,2080030610,874.5688933,140,"bv_78",1,62,4014,4014,13,1.8,68876.547,0,4058.376,1,1,4058.375856,199
"141",1978,2005,2014,10,0.9,"Sweden",20.25994,64.27644,2080030610,1401.627041,141,"bv_78",1,62,4014,4014,13,1.8,68876.547,0,4058.376,1,1,4058.375856,218
"142",1979,2005,2013,9,0.888888889,"Sweden",20.35172,64.27497,2080030610,1564.569185,142,"bv_78",1,45,10698,10698,28,0.9,68013.875,0,10786.586,1,1,10786.58603,244
"143",1965,2006,2014,9,1,"Sweden",20.37617,64.2041,2080030610,616.6362973,143,"bv_78",2,43,2473,14778,46,0.5,57227.285,0,14907.98,2,2,2494.151771,150
"144",1969,2005,2014,10,0.9,"Sweden",20.18995,64.22644,2080030610,2063.867474,144,"bv_78",1,54,7633,7632,25,0.8,62940.203,0,7677.173,1,1,7677.172813,235
"145",1958,2005,2014,10,1,"Sweden",20.18241,64.19836,2080030610,289.5716991,145,"bv_78",1,52,13520,13519,53,0.6,61647.012,0,13604.343,1,1,13604.34243,206
"146",1957,2005,2014,10,1,"Sweden",20.29125,64.18921,2080030610,1374.276961,146,"bv_78",4,53,7184,181321,669,0.8,55263.039,1,182635.734,22,4,7220.362114,162
