"","BiogeoRegion","HydroBasin","DistKMEuclid","DistKMWater","DistDifference"
"1","Europe","2080016510",158.134934432378,234.290721585939,76.1557871535616
"2","Europe","2080016960",7.56580087219993,9.60494288361,2.03914201141007
"3","Europe","2080017150",35.480591150614,156.633128290071,121.152537139457
"4","Europe","2080020120",16.5424937883328,27.7605896913333,11.2180959030006
"5","Europe","2080020330",55.9813881200395,122.677178642667,66.6957905226271
"6","Europe","2080020590",107.851442773251,273.293415147308,165.441972374057
"7","Europe","2080021030",219.936577781379,472.851284838814,252.914707057435
"8","Europe","2080022150",132.084728935912,297.990426139281,165.905697203369
"9","Europe","2080023010",98.9853192972784,445.479341884538,346.49402258726
"10","Europe","2080029400",8.57021035946335,12.2565724003911,3.68636204092776
"11","Europe","2080030100",71.792239783303,125.849643738376,54.0574039550729
"12","Europe","2080030160",87.4541102206809,143.772908438292,56.318798217611
"13","Europe","2080030220",18.842811933248,21.9772257978364,3.13441386458832
"14","Europe","2080030370",19.3771675618958,29.0464413608344,9.66927379893862
"15","Europe","2080030420",37.2016071616322,51.3722489198667,14.1706417582345
"16","Europe","2080030460",11.0645818263949,14.8955804534697,3.83099862707477
"17","Europe","2080030560",30.189944165588,41.2777571392861,11.0878129736981
"18","Europe","2080030610",14.3357755255911,17.7887746637353,3.4529991381442
"19","Europe","2080030630",13.6704752577842,15.665535485,1.99506022721579
"20","Europe","2080030660",18.6854884790205,22.8270889467677,4.14160046774719
"21","Europe","2080030710",19.0634555290253,22.2331702955235,3.16971476649818
"22","Europe","2080030760",19.0725134274548,23.1966477330114,4.12413430555662
"23","Europe","2080031060",84.0937267249667,132.669883601238,48.5761568762714
"24","Europe","2080031740",33.971930717529,111.2724578349,77.300527117371
"25","Europe","2080031750",1.8079505162726,2.55621151224444,0.748260995971841
"26","Europe","2080031960",31.9605161251302,153.679325758271,121.718809633141
"27","Europe","2080032230",45.4878896861953,75.5884256946321,30.1005360084368
"28","Europe","2080032600",50.7605422182985,69.7626033028333,19.0020610845349
"29","Europe","2080032670",40.4671471608021,73.1021126774667,32.6349655166645
"30","Europe","2080033010",62.1225955653045,102.749822479004,40.6272269136991
"31","Europe","2080033020",7.39425694138841,12.3610536869763,4.9667967455879
"32","Europe","2080033080",48.2483361884529,61.9558570033956,13.7075208149427
"33","Europe","2080033090",8.6325338642194,20.970008317657,12.3374744534376
"34","Europe","2080033120",22.2139516262419,40.9255684979848,18.7116168717429
"35","Europe","2080033190",21.280908004697,34.2870399185,13.006131913803
"36","Europe","2080033320",144.901298413542,235.02308377715,90.1217853636084
"37","Europe","2080053790",43.8875536827527,84.5693886782621,40.6818349955094
"38","Oceania","5080070260",8.1831758229494,11.8974807150769,3.71430489212752
"39","Oceania","5080070390",65.9085053673696,154.185452294843,88.2769469274738
"40","Oceania","5080070440",36.7249751594779,96.1577294588431,59.4327542993652
"41","USA","7080047060",459.318434805259,1061.83941661462,602.520981809362
"42","USA","7080049270",76.2986359408933,92.879628048803,16.5809921079097
