"","Variable","MinVals","MaxVals","MeanVals","SdtError"
"1","Sync",0.0663987065441559,0.992912046423709,0.595761312987044,0.00165237594000171
"2","WCDistkm",0,2831.782248,336.72272660682,4.80989884062882
"3","annual_avgC",0.8193596523272,1,0.984418138131552,0.000291818732090512
"4","distance",1.21708707345442e-05,0.160938873168595,0.0263178034425941,0.000227501851978002
"5","overlap",6.87691589812025e-17,0.971481382757865,0.44021249767289,0.00254428140089356
